Date / Time	City	State	Shape	Duration	Summary	Posted
12/21/14 00:00	New York City (Manhattan)	NY	Unknown	8 minutes	Unknown object hovering over Manhattan Lower East Side Sunday the 21st 0100  hrs..	1/07/2015
12/20/14 23:00	Belleville	IN	Cigar	Few minutes	Cigar shaped craft with pulsating red & green chevron lights hovering over  treeline in Belleville, Indiana.	12/22/14
12/20/14 22:40	St. George	UT	Sphere	10 minutes	Amber sphere traveling east to south west, hovered and disappeared.	12/22/14
12/20/14 22:14	West Hempstead	NY	Light	10 minutes	Two very bright red orange lights that were circular one behind another.  They disappeared two times. Before that I saw 3 grey UFOs.	12/22/14
12/20/14 22:00	Staten Island	NY	Cone	10 minutes	12 cone-shaped flying objects with a strange orange/red glow and some with  flashing lights. They were flying inline towards Atlantic.	12/22/14
12/20/14 21:10	Westminster	CA	Light	1 minute	Deep purple light and no sound w tight/abrupt turn.	12/22/14
12/20/14 20:40	Menasha	WI	Other	4-5 minutes	Polymorphic drone-like craft.	12/22/14
12/20/14 20:00	Middletown	IN	Fireball	10 minutes	Looked as if something was traveling across the sky on fire bright orange  flamelike and moved in a jagged motion continued across the s	12/22/14
12/20/14 20:00	Middletown	IN	Fireball	10 minutes	Looked as if something was traveling across the sky on fire bright orange  flamelike and moved in a jagged motion continued.	12/22/14
12/20/14 19:50	Manteca	CA	Light	1 minute	Purple-Pinkish colored light hovering, then slowly moves East, speeds up &  makes hard turn North, stops, then moves East again...	1/07/2015
12/20/14 19:00	Hugo	MN	Circle	10 minutes	Orange orbs in the sky, rotating around each other in Hugo, Minnesota.	12/22/14
12/20/14 18:30	Fort Myers	FL	Circle	3 minutes	4-5 circle objects in sky.	12/22/14
12/20/14 18:30	Sandown	NH	Light		3 orange reddish orbs of light low in sky.	12/22/14
12/20/14 18:20	Dhubri (India)		Changing	2 minutes	A BIG BRIGHT RED LIGHT SEEN IN THE SKY, CHANGED ITS SHAPE, AN UFO.	12/22/14
12/20/14 17:07	Anderson	IN	Circle	30 seconds to 1 minute	Driving, saw a small dot in the sky. brighter than anything else... was  sort of an orangish color, about 45 seconds later, disappeared.	12/22/14
12/20/14 12:45	Orillia (Canada)	ON	Cylinder	15 minutes	Silver object with a big contrail. ((NUFORC Note: We suspect a  high-altitude jet, generating a contrail in a clear, blue sky. PD))	1/07/2015
12/20/14 09:28	Ventura	CA	Diamond	10 minutes	Black hexagon shaped UFO seen above Ventura on 12-20-14.	12/22/14
12/19/14 22:30	Lakewood	CO	Formation	5 minutes	Strange lights over Lakewood, CO.	12/22/14
12/19/14 22:30	Camburi (Brazil)		Circle	10 seconds	Rotund whitish green light traveling and zigzagging then disappearing at a  very fast speed.	12/22/14
12/19/14 22:30	Lakewood	CO	Light	1 minutes	Orange-Red lights over the Rocky Mountains-Senn in Lakewood, Colorado.	12/22/14
12/19/14 21:20	Winter Springs	FL	Fireball	5 minutes	6-8 orange and red lights seen in a somewhat horizontal alignment.	12/22/14
12/19/14 21:15	Winter Springs	FL	Flash	5 minutes	UFOs were in a pattern, formed like a V-shape at first. The were evenly  spaced. It was very pretty to watch. Red lights mixed w/.	12/22/14
12/19/14 20:54	Bethel Park	PA	Chevron	12 seconds	On this foggy evening we witnessed a very large aircraft make a low, nearly  silent, L shaped turn at a very slow speed.	12/22/14
12/19/14 19:30	Gardner	MA	Formation	2 minutes	Three orange lights moving slow across clear cold sky.. in a triangle  formation.	12/22/14
12/19/14 18:15	Bullhead City	AZ	Other	50 seconds	Large square with rows of lights different colors flying slowly over the  mountain in front of the safeway just off Silver Creek Rd..	12/22/14
12/19/14 15:00	Laurel	MS	Circle	2 minutes	Glowing red sphere slowly descending in the sky.	12/22/14
12/18/14 23:11	Medford	OR	Unknown	1 second	Large bright object coming in fast, then vanishes.	1/07/2015
12/18/14 21:30	Inman	SC	Cigar	1 minute	Very large red laser lights flying low as big as a jet liner witnessed a  mile away by friend flying 100 foot above the ground.	12/22/14
12/18/14 21:30	Cape Coral/Punta Gorda	FL	Unknown	1.25 minutes	Unknown object over North Cape Coral/Punta Gorda.	12/22/14
12/18/14 21:30	Bangor	ME	Chevron	20 seconds	Chevron object seen in night sky.	12/22/14
12/18/14 21:30	Bellaire	MI	Light	1 hour +	Hovering, blinking light in sky, Bellaire, MI. ((NUFORC Note: Sighting of  Sirius. PD))	12/22/14
12/18/14 20:30	Lakeport	CA	Oval	10 minutes	Bright red glowing figure with a bright white diamond shaped light in the  middle hovered low while going a slow speed.	12/22/14
12/18/14 20:30	Yokohama (Japan)		Formation	2 hours +	3 lights in the sky in Yokohama, Japan.	12/22/14
12/18/14 18:10	Vandalia	OH	Other	15 seconds	Strange bright multicolored beams of light were seen near the airport, and  then the lights went out.	12/22/14
12/18/14 18:03	Salem	OR	Light	1 minute	There was only one very large BRIGHT yellowish light traveling from sw to  nw. It was going WA6 faster than any known obj..	12/22/14
12/18/14 17:45	Staten Island	NY	Fireball	15 minutes	Red dots, followed by red clear orb, followed by more red dots.	12/22/14
12/18/14 17:00	Connaught (Canada)	ON	Cigar	5-7 minutes	2 thin horizontal orange lines coming together and fading away.	12/22/14
12/18/14 08:03	Allentown	PA	Other	5 minutes	Series of lights in a flying string.	12/18/14
12/18/14 08:00	Sykesville	MD	Cylinder	3 minutes	On Wednesday 18 December 2014, I was walking out of my house to my car and  noticed what I thought was something bright floating or hove	12/22/14
12/18/14 00:00	Charles City	IA	Light	6 minutes	Lights hovering.	12/18/14
12/17/14 23:00	Sherburne	NY	Light	4 minutes	Very bright vivid blue light making fast erratic movements the disappeared	12/18/14
12/17/14 23:00	Chestnut Hill	MA	Other	15 seconds	Reddish bright object traveling southeast from brookline towards south of  Boston.	12/22/14
12/17/14 21:15	Gardenton (Canada)	MB	Oval	45 minutes	Oval object red, green, blue, white lights. Clear sky; 2130 hrs., Dec  /17/14. ((NUFORC Note: Witness states it was Sirius. PD))	12/18/14
12/17/14 19:30	Luxora	AR	Teardrop	a while	((HOAX??)) I was beamed into thus craft.	12/22/14
12/17/14 18:00	Hogansville	GA	Changing	~15 minutes	Aircraft turned off headlight beam and all lights then began flashing  alternating stacked horizontal rows of blue then red lights.	12/18/14
12/17/14 17:19	LaBelle	FL	Triangle	5-10 seconds	White Triangle in South Florida.	12/18/14
12/17/14 12:00	Cocoa Beach	FL	Light	1 minute	Strange orange light moving steady east over Patrick air force base.	12/22/14
12/17/14 10:00	Portsmouth	VA	Oval	3 minutes	Was @ the light on college drive heading east to 164, look up at an angle  and seen what appeared to be a white/shiny object appear, as	12/18/14
12/17/14 06:00	Lynnwood	WA	Other	2 minutes	Square craft hovering 300ft above road and forest. Four lights circling  around each corner (white and red). Search light looking for so	12/22/14
12/17/14 02:30	Rapid City	SD	Unknown	1 hour	Pulsing noise, purposely did not look for craft. Three seperate nights.  Gets louder and faster as gets closer.	1/07/2015
12/17/14 02:00	Vista	CA	Circle	3 minutes	Hovering ball in my backyard.	12/18/14
12/16/14 21:00	Longview	WA	Diamond	15 minutes	Orange-colored diamond shaped objects.	12/18/14
12/16/14 18:56	Mesa	AZ	Other	~5	4 orange umbrella-like objects seen above Mesa, Az.	1/07/2015
12/16/14 17:55	Naples	FL	Light	3 minutes	About 15 minutes after sunset two small white lights appeared above the  horizon over then Gulf of Mexico heading south east at a slow r	12/18/14
12/16/14 17:30	Caldwell	ID	Cigar	10 minutes	Cigar shaped UFO over Caldwell, ID.	12/18/14
12/16/14 17:23	Lancaster Mill	SC	Sphere	2 minutes	I saw a bright hot white glowing spheric light that started to morph into a  metal or aluminum box.	12/22/14
12/16/14 17:15	Maryland Heights	MO	Triangle	30 seconds	I was driving on my motorcycle on hwy 141at approx. 5:15pm when I looked up  and saw a flying object. The craft was traveling south to s	12/18/14
12/16/14 17:00	Fort Mill	SC	Triangle	:60	Triangular craft with lights are corners with multi row lights in front	12/18/14
12/16/14 09:00	Oklahoma City	OK	Changing	1:00	Shiny small fast moving object in Oklahoma City	12/18/14
12/16/14 06:41	Spring	TX	Chevron	1-2 seconds	Falling object changing direction.	12/18/14
12/16/14 04:00	College Station	TX	Sphere	5 seconds	Bright spherical orb moves across sky with incredible speed before  spontaneously disappearing.	12/18/14
12/15/14 21:32	Accomac	VA	Formation	~5 minutes	I was going on break at work,and like normal went to my car,and looked up  to my left(east) in the sky at the stars as i like to,but als	12/18/14
12/15/14 20:00	Longwood	FL	Chevron	5 minutes	6 lights in a chevron shape.	12/18/14
12/15/14 19:30	Conway	SC	Formation	~10 seconds	Four white lights horizontally, flashing then going out from right to left.	12/18/14
12/15/14 19:00	Harlingen	TX	Light	20 seconds	Very large, low to the groung, bright green light shot across Harlingen, TX  sky	12/18/14
12/15/14 17:45	Southington	CT	Diamond	45 seconds	Two diamond shaped objects over 84 Southington	12/18/14
12/15/14 17:30	Mabton	WA	Light	10 minutes	13 moving objects high angle NE Mabton WA observer for several min.  Pictures taken.	12/18/14
12/15/14 17:30	Orlando	FL	Cigar	10 minutes	Large bright white object	12/18/14
12/15/14 14:00	Port Saint Lucie	FL	Changing	3 minutes	Translucent circular shaped object slowly buzzes the front lawn and, just  as suddenly, seems to be sucked up into the sky.	12/18/14
12/15/14 06:40	Burlington	MA	Light	5-10 seconds	Bright greenish light rose up,stopped then shot across sky	12/18/14
12/15/14 05:30	Lenoir City	TN	Triangle	5 minutes	My wife and I were on our way to work. She said what's that. I turned to  see a triangular very dark in color, probably black, shaped ob	1/07/2015
12/15/14 02:30	Shoreline	WA	Cross	35 minutes	Stationary cross-shaped object flashing lights	12/18/14
12/15/14 02:00	Raleigh	NC	Light	1 minute	Bright fast light crossed the sky at great speed.	12/18/14
12/15/14 01:20	Grand Junction	CO	Sphere	3-5 minutes	Orange sphere with beams of light emanating from it.	12/22/14
12/14/14 22:50	Seattle	WA	Light	15 minutes	Strange lights over Seattle.	12/18/14
12/14/14 22:30	Cochrane (Canada)	AB	Light	40 minutes	Dec. 14th, '14, multi-colored lights hovered in the sky east of Calgary  between 22:30 and 23:30. ((NUFORC Note: Sirius?? PD))	12/18/14
12/14/14 22:30	Framingham	MA	Sphere	3 seconds	Bright Blue Orb descending in night sky	12/18/14
12/14/14 22:25	Aloha	OR	Flash	3 seconds	Driving in my car sitting on 198th facing tv hwy at the light. Saw what  looked like a shooting star, but then it paused in the sky, an	12/18/14
12/14/14 22:00	Augusta	GA	Triangle	30 minutes +	I was coming home from work when I noticed 3 bright lights (red, blue,  green) that where flashing in pattern.	12/18/14
12/14/14 21:30	Rancho Cucamonga	CA	Other	2-3 seconds	A green light like nothing I have seen before.	12/18/14
12/14/14 21:23	Ringgold	GA	Light	Few seconds	Green Light in the Sky.	12/18/14
12/14/14 21:00	Chandler	AZ	Fireball	4-5 minutes	5 orange fireballs seen from Chandler close to Skyharbor Airport	12/18/14
12/14/14 21:00	Altamonte Springs	FL	Flash		Saw a small bright white object flashed across the sky.	12/18/14
12/14/14 21:00	Charlotte	NC	Other	1 hour +	Multi-colored flashing lights around a stationary orb. ((NUFORC Note:  Probable sighting of Sirius. PD))	12/18/14
12/14/14 20:36	Port Saint Lucie	FL	Disk	3 seconds	This was a disk shaped bright white light, very fast,	12/18/14
12/14/14 20:36	Port Saint Lucie	FL	Disk	3 seconds	This was a disk shaped bright white light, very fast,	12/18/14
12/14/14 20:12	Chesapeake	VA	Light	30+ minutes	Odd blinking light in sky moving in odd ways. ((NUFORC Note: "Twinkling"  star, possibly Sirius. PD))	12/18/14
12/14/14 20:00	Manassas	VA	Formation	5 minutes	UFOs above Prince William parkway.	12/18/14
12/14/14 19:00	Evans	GA	Formation	15 minutes	2 UFO Obects Hovering in night sky above Amherst Subdivision.	12/18/14
12/14/14 17:00	Manchester	NH	Diamond	1 hour	3 diamond/oval shaped crafts with lights.	12/18/14
12/14/14 17:00	Stewartstown	PA	Light	2 minutes	2 very bright orange lights in sky.	12/18/14
12/14/14 09:50	Meriden	CT	Triangle	10 minutes	1 Very Large triangle shaped 5 lights around it. flying low and slow just  over the tree tops. several commercial aircraft flying above	12/18/14
12/14/14 07:30	Moscow	ID	Diamond	3 seconds	Startled by light while driving,very bright white and red, very low, very  fast, looked like it was going to hit ground but went behind	12/18/14
12/14/14 05:30	Indiatlantic	FL	Light	1 minute	I had seen what i thought was a star, except they got dimmer and dimmer  until they disapered, with out changing their place.	12/18/14
12/14/14 04:45	Beaverton	OR	Unknown	27 minutes	Multi color lights pulsing and flashing on object. ((NUFORC Not: Sirius??  PD))	12/18/14
12/14/14 04:33	Rumford	RI	Light	2 seconds	An apparent shooting star that had a U-shaped trajectory.	12/18/14
12/14/14 00:30	Mobile	AL	Other	1 hour	many shooting stars before a strange object appeared.	12/18/14
12/14/14 00:08	Orangeburg	SC	Circle	1 minute	at 2408 approx. While traveling north on 301 heading toward 176 in holly  hill, I observed round shaped object with blue,red,and yellow	12/18/14
12/13/14 23:00	San Antonio	TX	Triangle	30 minutes	yellowish orangeish triangular shape	12/18/14
12/13/14 21:48	Orange County (in southern part)	CA	Fireball	3 seconds	Fireball seen clearly in South Orange County LA area.	12/18/14
12/13/14 21:30	Plantation	FL	Light	2 seconds	Walking my dog, I hear a constant whooshing noise coming from the north. I  walk south and look behind me and see an orb of light shoot	12/18/14
12/13/14 21:30	Holiday	FL	Fireball	sky	There were 3 ufos flied in sky!	12/18/14
12/13/14 21:15	Canton	MS	Changing	1 hour	Changing shaper with multicolored lights. ((NUFORC Note: Possible sighting  of Sirius?? PD))	12/18/14
12/13/14 21:00	Thornton	CO	Triangle	30 seconds	((HOAX??)) fast silent low flying objects	12/18/14
12/13/14 21:00	Pawling	NY	Sphere	2-5 minutes	Two Red, Round, Erratically Pulsating Objects	12/18/14
12/13/14 21:00	Casselberry	FL	Light	30 seconds	Bright fast moving object flying parallel to the horizon	12/18/14
12/13/14 20:30	Vero Beach	FL	Sphere	40 seconds	Red sphere with yellow light in middle.	12/18/14
12/13/14 20:30	Geigertown	PA	Other	15 minutes	Strange Booming noises with flashes of light in very rapid succession.	12/18/14
12/13/14 19:30	Hemet	CA	Other	30 seconds	redish glowing object with visible bow shock streaking through night sky	12/18/14
12/13/14 19:30	Aberdeen	MD	Other	15 seconds	Boomerang shaped object over Aberdeen, Maryland.	12/18/14
12/13/14 19:30	Des Moines	WA	Disk	Unknown, I drove past the	5 circular disks hovering in straight line.	12/18/14
12/13/14 19:15	Ocala	FL	Unknown	5-10 minutes	Multiple lights hovering in the sky.	12/18/14
12/13/14 19:00	South Abbeville	LA	Light	1 minute	Seen a large ball off light zig zagging Like it was crashing then shot  westward.	12/18/14
12/13/14 18:45	Portland	OR	Unknown	5-7 minutes	Orange/Red lights in a formation pattern moving from East to West over I-5  in Portland	12/18/14
12/13/14 17:40	Myrtle Beach	SC	Teardrop	~5 minutes	ITS NOT A SHOOTING STAR.	12/18/14
12/13/14 17:30	Annapolis	MD	Formation	5 minutes	I video-taped over 4 minutes of incident.	12/18/14
12/13/14 17:00	Winston-Salem	NC	Sphere	15 minutes	Orb that moved erratically and shifted from white to a blue violet color.  The blue shift seemed to affect my camera's focus. We watched	12/18/14
12/13/14 11:43	Texarkana		Triangle	1 minute	I was siting out side watching a meator shower and i looked up and saw a  triangle shaped object hovering across the sky i hollerd over	12/18/14
12/13/14 06:40	Sebring	FL	Unknown	4	Moving light in night sky, not airplane or sattelite for sure	12/18/14
12/13/14 04:40	McGehee	AR	Cylinder	Watched about 5 min then	Similar airplane lighted and look (except red and blue) of object that was  stationary and not making any disernible noise.	12/18/14
12/13/14 04:30	Carson City	NV	Circle	~30 minutes	One bright white circle and two reddish trangluar flying objects.	12/18/14
12/13/14 03:00	El Cajon	CA	Circle	5 minutes	Bright, solid white object high in the sky would move slow and dart up and  down; then disappeared	12/18/14
12/13/14 02:00	Decatur	GA	Light	8-10 seconds	Bright yellow-white sphere/orb light inside 4th floor bedroom window.	12/18/14
12/12/2014 22:45:00	Grants Pass	OR	Light	i only saw it for maybe 1	Cluster of lights in the sky in southern Oregon.	12/18/14
12/12/2014 22:20:00	Palm Coast	FL	Unknown	2 minutes	2 bright white lights size of headlights on a car with white light between  them that weren't moving and then were just gone.	12/18/14
12/12/2014 20:25:00	Pawtucket	RI	Oval		4 oval shaped blue lights in the sky circling and in a pattern of coming  all together. ((NUFORC Note: Advertising lights. PD))	12/18/14
12/12/2014 20:00:00	Bremerton	WA	Light	10 minutes	Orange star-like lights above Bremerton, WA.	12/18/14
12/12/2014 20:00:00	Kailua (Kona)	HI	Circle	1 minute	I was watching tv with my husband and saw a circular item in the sky fly  very low and very fast past our house. I said "what the h	12/18/14
12/12/2014 19:30:00	Palm springs	CA	Diamond	5 minutes	The big, fast spacecraft glares in the sky but then disappeared in the  clouds 5 min later lights we're moving in the clounds	12/18/14
12/12/2014 19:25:00	Los Angeles	CA	Unknown	1 minute	Thought it was an airplane taking off but the angle went to far up and  across the LA valley. ((NUFORC Note: Missile launch. PD))	12/18/14
12/12/2014 19:25:00	Redondo Beach	CA	Chevron	2 minutes	Large bright red object flying at an even pace, leaving an enormous slender  fluorescent-blue crescent wake. Seemed like it was skimming	12/18/14
12/12/2014 19:25:00	Lakewood	CA	Changing	5 minutes	Red streak moving across the sky.	12/18/14
12/12/2014 19:25:00	Sherman Oaks	CA	Other	10 minutes	Orange and yellow ball shaped flying object changes rapidly while moving  over Sherman Oaks, California.	12/18/14
12/12/2014 19:22:00	Riverside	CA	Other	5-7 seconds	Friend's phone call leads to mutual sighting of object with odd 'plume'.	12/18/14
12/12/2014 19:15:00	San Fernando Valley	CA	Circle	2 minutes	Glowing trail behind object, trail dies, becomes semi circle, disappears.  ((NUFORC Note: Atlas V missile launch. PD))	12/18/14
12/12/2014 19:15:00	Summerland	CA	Changing	3 minutes	Craft with tail moving through the sky appeared to have a force field.  ((NUFORC Note: Atlas V rocket launch. PD))	12/18/14
12/12/2014 19:00:00	Anaheim	CA	Chevron	1 minute	That it was big and a different shape that disappeared before our eyes.  ((NUFORC Note: Atlas V missile launch. PD))	12/18/14
12/12/2014 18:20:00	Julesburg	CO	Flash	5 minutes	Never in my life have I seen any aircraft that stays stationary and light  up so brilliantly with no sound or movement.	12/18/14
12/12/2014 17:30:00	North Wales	PA	Triangle	5 minutes	I heard an extremely loud noise outside, and went onto my balcony to  investigate. I saw an very very large green light headed my direct	12/18/14
12/12/2014 17:30:00	Sioux City	IA	Other	180 seconds	Silent Matte Black Square.	12/18/14
12/12/2014 13:00:00	South Lake Tahoe	CA			South lake tahoe in the sky over the high school, 3 triangle shaped white  lights slowly moving together.	12/18/14
12/12/2014 12:40:00	Cartersville	GA	Unknown	3.6 minutes	Looking up towards the west I noticed an object that flashed from white to  green to red. ((NUFORC Note: Possible star?? PD))	12/12/2014
12/12/2014 12:30:00	Metairie	LA	Light	1 minute	I WAS WALKING MY DOG AND I SAW SOMETHING RED MOVING ON THE SKY, I THOUGHT  IT WAS AN AIRPLANE BUT THEN I SAW THAT IT WILL PAUSE AND MOVE	12/18/14
12/12/2014 10:39:00	Colorado Springs	CO	Other	2 seconds	I once studied architecture and instead became a gent. In the  east-northeast of Colorado Springs in the Garden of the Gods area an eve	12/18/14
12/12/2014 10:30:00	Greensburg	IN	Circle	30 minutes	Bright strobing multi colored star like object.	12/22/14
12/12/2014 9:10:00	New York City	NY	Rectangle	10 minutes	Saw strange flying object hover over head for 10 minutes.	12/18/14
12/12/2014 7:32:00	Port Saint Lucie	FL	Oval	2 minutes	At first we saw three orange ovals in a pentagon shape formation . then  they slowly started to fade. after i kept watching because i ha	12/18/14
12/12/2014 7:00:00	Waco	TX	Light	1:00	Light shooting across sky, change direction, then fade with other	12/18/14
12/12/2014 7:00:00	Los Angeles	CA	Sphere	~20-30	Red star like orb with a visible shockwave that dissipated then reapeared  as a red circular orb of light before dissipating completly.	12/18/14
12/12/2014 6:30:00	Isle of Man (UK/England)		Light	2 seconds	Over the Isle of Man, very fast moving light, diving then zooming.	12/12/2014
12/12/2014 1:00:00	Miamisburg	OH	Changing		Bright color changing and, shape shifting object seen over Miamisburg, OH.  ((NUFORC Note: Possible "twinkling" star?? PD))	12/12/2014
12/12/2014 0:00:00	Spotsylvania	VA	Unknown	1 minute	White then orange orb gained a "tail of light" when chased off by a heli.	12/12/2014
12/11/2014 23:25:00	Kenner	LA	Chevron	~1 minute	Strange, chevron-shaped, ufo moving east to west over Kenner.	12/12/2014
12/11/2014 23:15:00	Eugene	OR	Disk	2 minutes	Dual orange orbs in Eugene, Oregon. 12/11/2014.	12/12/2014
12/11/2014 22:00:00	Burlington	NC	Light	45 minutes	Cluster of moving lights.	12/18/14
12/11/2014 20:04:00	Phoenix	AZ	Chevron	3 minutes	4 Orange Lights Spotted South Of The Phoenix Area.	12/12/2014
12/11/2014 20:00:00	Franklin	NC	Disk	5 minutes	There were 5 or 6 lights in a row blinking, whites and reds. It was just  sitting there over top the ridge of the mountains.	12/12/2014
12/11/2014 19:00:00	Hatfield	PA	Fireball	5 minutes	Clearly visible fireball over Hatfield, PA.	1/16/15
12/11/2014 18:30:00	Longview	WA	Cylinder	10 seconds	Two cylinder shaped objects that flew parallel in the sky.	12/12/2014
12/11/2014 17:30:00	Markesan	WI	Light	10 minutes	Dark sky, large lights, nothing like an airplane, turning on and off in a  pattern.	12/12/2014
12/11/2014 16:40:00	Birmingham	AL	Fireball	20 minutes	UFOs moving fast like fireballs or individual rockets.	12/12/2014
12/11/2014 16:20:00	Hoover	AL	Light	15 minutes	4 white floating streaks of light, that moved in no particular order in  Hoover area	12/18/14
12/11/2014 6:40:00	Arvada	CO	Fireball	1 minute	I was on my way to school Thursday morning, around 6AM. As I looked out the  windshield, I saw a huge white ball of light with a tail, l	12/18/14
12/11/2014 6:00:00	New York City (Brooklyn)	NY	Oval	2:00	This is the second sighting in the same location. I have a city view and my  area is very active with ufo sightings for some reason I ca	12/18/14
12/11/2014 6:00:00	West Milford	NJ	Fireball	10 seconds	Strange light across sky.	12/12/2014
12/11/2014 0:00:00	Williamsburg	VA	Egg	10 minutes	Bright light object with three clusters of light.	12/12/2014
12/10/2014 21:20:00	Mesa/Chandler	AZ	Sphere	20 minutes	Multiple orange spheres over Mesa/Chandler, AZ.	12/18/14
12/10/2014 21:00:00	Westland	MI	Triangle	3-5 minutes	Strange glowing object seen in the sky, moving east to west.	12/18/14
12/10/2014 20:30:00	Chandler	AZ	Sphere	1 hour	1-7 bright orange spheres seen for over an hour in Chandler, Arizona, near  the Gila River Reservation.	12/12/2014
12/10/2014 20:10:00	Mesa	AZ	Sphere	15 minutes	Orange spheres over Mesa.	12/18/14
12/10/2014 20:00:00	Maricopa	AZ	Formation	20-25 minutes	Bright orange lights over Maricopa.	12/12/2014
12/10/2014 19:30:00	Litchfield Park	AZ	Formation	20 minutes	Multiple lights in the sky in Litchfield Park, Arizona.	12/12/2014
12/10/2014 19:15:00	Flagler	CO	Light	1 minute	Eastern Colorado lights.	12/12/2014
12/10/2014 19:00:00	Garner	NC	Light	12 minutes	Lights in distance quickly moving in every direction then shooting up at  great speed.	12/12/2014
12/10/2014 18:45:00	National City	CA	Triangle	~1 minute	I had a sighting on 12-10-14 in National City, California. It was a perfect  triangle covered with lights across the whole bottom. It	12/18/14
12/10/2014 17:48:00	Leeds	WI	Light		Amber colored lights appear in the sky.	1/07/2015
12/10/2014 17:30:00	Ruidoso	NM	Fireball	20 minutes	1 lg. bright orange orb that split into 3 orbs. Fighter jets chased them &  they disappeared. Mil. jets, helis, and a b2 followed.	12/12/2014
12/10/2014 16:10:00	Yucaipa	CA	Disk	10 minutes	Glowing saucer dome shape on top and bottom with lights on top of doom  flashing, grey metallic color.	12/12/2014
12/10/2014 13:03:00	Eloy	AZ	Other	4 minutes	Unknown object over Eloy, Arizona. Daytime sighting.	12/12/2014
12/10/2014 6:30:00	Longmont	CO	Sphere	continuous	Possible drone flying in circles very high altitude, Eastern sky 35 degrees  declination.	12/12/2014
12/10/2014 5:00:00	Warminster	PA	Triangle	3 minutes	Three lights flying in strict formation, but gave impression that it was  one object. Not solid-- did not block stars behind it.	12/12/2014
12/10/2014 3:00:00	Merigold	MS	Light	10 minutes	Lighted up yard early morn, then lights going around object in a vertical  circular formation and slowly vanished.	1/07/2015
12/10/2014 1:18:00	Rentz	GA	Triangle	8-10 minutes	Initially, started as shooting star, then became 3 bright lights. Flew in  complete silence. Body of craft was almost transparent.	12/12/2014
12/09/2014 21:42:00	Mission Viejo	CA	Fireball	3 minutes	Vibrant, blue/purple fireball hovering and spanning across the night sky in  Mission Viejo.	12/12/2014
12/09/2014 20:48:00	Salt Lake City	UT	Egg	4-5 seconds	Blue-green craft in the sky, then disappearing.	12/12/2014
12/09/2014 20:44:00	South Jordan	UT		2 seconds	Saw a huge round bright white orb shoot downward incredibly fast NW in the  night sky. It dissipated to black within a couple seconds.	12/12/2014
12/09/2014 20:00:00	Des Moines	WA	Formation	30 seconds	Des Moines, WA, 6 white orbs in diamond configuration on east side of Maury  Is, WA 8pm 12/9/14.	12/12/2014
12/09/2014 18:20:00	Sulphur	LA	Circle	8 minutes	It look like it was try to say or do.something but it wanted my attention.	12/12/2014
12/09/2014 18:15:00	Bellefontaine	OH	Unknown	3 minutes	Silent low level object with red&white lights flying into a head wind east  of Bellefontaine Ohio.	1/07/2015
12/09/2014 17:15:00	Loveland	CO	Circle	15 minutes	Orange/Pink orb moving at high rate of speed over Loveland/Fort-Collins  heading north to Wyoming.	12/12/2014
12/09/2014 16:55:00	Mauston	WI	Light	1.5 minutes	I seen two blinking lights in the north, one directly above the other. They  blinked from really bright to dark.	12/12/2014
12/09/2014 6:40:00	Meadowview	VA	Triangle	1 minute	My husband and teen sons were driving on I81 towards Bristol about a 2mi.  past the Glade Spring exit and saw from a distance an wha	12/12/2014
12/09/2014 2:30:00	Morgantown	WV	Other	15 seconds	Entity showed itself next to black mass in Morgantown, WV.	12/12/2014
12/09/2014 2:00:00	Twin Falls	ID	Triangle	15 seconds	6 orange lights above airport in triangle shape and all disappearing.	12/12/2014
12/08/2014 22:40:00	Republic	MO	Circle	5 minutes	Red, circular, object shot straight up into sky and broke into three, and  flew east.	12/12/2014
12/08/2014 22:01:00	Arvada	CO	Light	10 minutes	Amber Light Changes Solid Red.	12/12/2014
12/08/2014 22:00:00	Military training site	NM	Formation	10 minutes	Three lights near our training sight.	1/07/2015
12/08/2014 19:15:00	Mount Juliet	TN	Light	30	((HOAX??)) Bright Neon Orange light 20 feet above tree level, oval like  sphere vanished appeared to be fare in distance.	12/12/2014
12/08/2014 19:00:00	Gibsonia	PA	Circle	1-3 minutes	Three red-orange round "fiery," quiet, objects in an apparant "maneuver."	12/12/2014
12/08/2014 18:55:00	Phoenix	AZ	Fireball	2 seconds	A large fireball traveling NW at a very high rate of speed. ((NUFORC Note:  Possible meteor?? PD))	12/12/2014
12/08/2014 18:36:00	Mission Viejo (headed towards)	CA	Circle	88 seconds	DETAIL IN THE ZOOM of a bright round fast moving object (might show glimpse  of the propulsion of these objects) SOUTH ORANGE COUNTY CA	12/18/14
12/08/2014 7:20:00	Yorktown Heights	NY	Circle	7 seconds	circle object flying at low speed.	12/12/2014
12/08/2014 4:55:00	Plymouth	MN	Other	12 seconds	Huge electric blue flash lasting 12 seconds in NE sky, pulsing and  flickering. I was driving in Plymouth, foggy wet morning.	12/18/14
12/08/2014 4:20:00	Auburn	AL	Oval	Afternoon	While driving, I looked out the window and there was an object, and it  looked odd. Then I took a picture of the unusual object.	12/12/2014
12/08/2014 3:05:00	Worcester	MA	Light	200 milliseconds	White ball moving at extreme speed.	12/12/2014
12/07/2014 21:00:00	Palmdale	CA	Oval	15 minutes	Oval-shaped aircraft with red and white lights, making a distinct buzzing  sound, hovers over the Palmdale, CA, desert for 10 min..	12/12/2014
